ticker,block_index,archetype,category,cell,score,reason_cell,reason_text,confidence,source,composite_0_10,composite_0_100
ALL,5,F: Financial Institution,Business Quality,C58,6,D58,ROIC persistence (share of yrs >12%)                50.0%  -> C (5.5)   band: >= 40.0%,low,tier3,7.3,73.0
ALL,5,F: Financial Institution,Management,C59,4,D59,"EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",medium,auto,7.3,73.0
ALL,5,F: Financial Institution,Income,C60,10,D60,Revenue change in weakest year shown                 5.6%  -> A (9.5)   band: >= 0.0%,low,tier3,7.3,73.0
ALL,5,F: Financial Institution,Market Sentiment,C61,6,D61,Short interest % of float                            0.0%  -> A (9.5)   band: <= 2.0% | Institutional ownership trend                           0  -> C (5.5)   band: >= -0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,7.3,73.0
ALL,5,F: Financial Institution,EPS/Revison Trends,C62,10,D62,"FY2 consensus EPS change vs 3mo ago                  5.1%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                         94.1%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",high,auto,7.3,73.0
ALL,5,F: Financial Institution,Industry/Sector Tailwinds,C63,6,D63,Peer-median fwd revenue growth                       3.9%  -> C (5.5)   band: >= 0.0%,low,auto,7.3,73.0
ALLT,6,C: High Growth,Valuation,C67,10,D67,FCF yield                                            6.5%  -> A (9.5)   band: >= 6.0% | Fwd TEV/EBITDA vs peer median                      -25.1%  -> D (3.5)   band: >= -30.0% | PEG                                                  0.83  -> A (9.5)   band: <= 1.00,high,auto,5.35,53.5
ALLT,6,C: High Growth,Growth,C68,6,D68,Fwd revenue growth (high-growth bands)              12.0%  -> D (3.5)   band: >= 8.0% | Rule of 40 (growth% + FCF margin%)                  35.09  -> C (5.5)   band: >= 25 | Gross margin                                        71.1%  -> B (7.5)   band: >= 65.0%,high,auto,5.35,53.5
ALLT,6,C: High Growth,Profitability,C69,3,D69,ROIC 3-yr average                                  -27.0%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            33.3%  -> D (3.5)   band: >= 25.0% | Return on equity                                     9.4%  -> D (3.5)   band: >= 5.0%,high,auto,5.35,53.5
ALLT,6,C: High Growth,Financials,C70,6,D70,Cash runway (yrs) -- dominant when FCF-negative   FCF-positive  -> A (9.5)   band: >= FCF-positive | Net debt / EBITDA                                  -1.10x  -> A (9.5)   band: <= 0.50x | Diluted share count 3-yr CAGR                        7.7%  -> F (1.5)   band: > 6.0%,high,auto,5.35,53.5
ALLT,6,C: High Growth,Business Quality,C71,3,D71,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)               +1457bps  -> D (3.5)   band: <= +1500bps",medium,tier3,5.35,53.5
ALLT,6,C: High Growth,Management,C72,4,D72,"SBC as % of revenue                                  4.9%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      3  -> D (3.5)   band: >= 2 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,5.35,53.5
ALLT,6,C: High Growth,Income,C73,4,D73,Revenue change in weakest year shown               -24.1%  -> D (3.5)   band: >= -35.0%,low,tier3,5.35,53.5
ALLT,6,C: High Growth,Market Sentiment,C74,6,D74,Short interest % of float                            4.1%  -> B (7.5)   band: <= 5.0% | Institutional ownership trend                           0  -> C (5.5)   band: >= -0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,5.35,53.5
ALLT,6,C: High Growth,EPS/Revison Trends,C75,4,D75,"FY2 consensus EPS change vs 3mo ago                 -3.0%  -> D (3.5)   band: >= -5.0% | Revision breadth (share up)                        100.0%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      3  -> D (3.5)   band: >= 2",medium,auto,5.35,53.5
ALLT,6,C: High Growth,Industry/Sector Tailwinds,C76,10,D76,Peer-median fwd revenue growth                      12.8%  -> A (9.5)   band: >= 10.0%,low,auto,5.35,53.5
ALMU,7,C: High Growth,Valuation,C80,2,D80,FCF yield                                           -0.7%  -> F (1.5)   band: < 1.0%,low,auto,3.9,39.0
ALMU,7,C: High Growth,Growth,C81,6,D81,Fwd revenue growth (high-growth bands)              58.9%  -> A (9.5)   band: >= 40.0% | Rule of 40 (growth% + FCF margin%)                  16.12  -> D (3.5)   band: >= 10 | Gross margin                                        59.6%  -> C (5.5)   band: >= 50.0%,high,auto,3.9,39.0
ALMU,7,C: High Growth,Profitability,C82,2,D82,ROIC 3-yr average                                 -201.7%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            87.5%  -> A (9.5)   band: >= 75.0% | Return on equity                                   -20.7%  -> F (1.5)   band: < 5.0%  [notched F->F: debt_to_equity is not None and debt_to_equity > 2.0],high,auto,3.9,39.0
ALMU,7,C: High Growth,Financials,C83,4,D83,Cash runway (yrs) -- dominant when FCF-negative          1.63y  -> D (3.5)   band: >= 1.50y | Net debt / EBITDA                                   0.42x  -> A (9.5)   band: <= 0.50x | Diluted share count 3-yr CAGR                        7.3%  -> F (1.5)   band: > 6.0%,high,auto,3.9,39.0
ALMU,7,C: High Growth,Business Quality,C84,2,D84,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)               +2697bps  -> F (1.5)   band: > +1500bps",medium,tier3,3.9,39.0
ALMU,7,C: High Growth,Management,C85,2,D85,"SBC as % of revenue                                 76.1%  -> F (1.5)   band: > 15.0% | EPS beats, last 8Q                                      2  -> D (3.5)   band: >= 2 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,3.9,39.0
ALMU,7,C: High Growth,Income,C86,10,D86,Revenue change in weakest year shown               375.3%  -> A (9.5)   band: >= 0.0%,low,tier3,3.9,39.0
ALMU,7,C: High Growth,Market Sentiment,C87,2,D87,Short interest % of float                           28.7%  -> F (1.5)   band: > 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,3.9,39.0
ALMU,7,C: High Growth,EPS/Revison Trends,C88,2,D88,"FY2 consensus EPS change vs 3mo ago                -76.0%  -> F (1.5)   band: < -5.0% | Revision breadth (share up)                          0.0%  -> F (1.5)   band: < 30.0% | EPS beats, last 8Q                                      2  -> D (3.5)   band: >= 2",high,auto,3.9,39.0
ALMU,7,C: High Growth,Industry/Sector Tailwinds,C89,10,D89,Peer-median fwd revenue growth                      19.1%  -> A (9.5)   band: >= 10.0%,low,auto,3.9,39.0
AMD,8,B: Durable Compounder,Valuation,C93,6,D93,FCF yield                                            1.0%  -> D (3.5)   band: >= 1.0% | Fwd P/E vs own 5-yr median                         207.7%  -> A (9.5)   band: >= 25.0% | Fwd TEV/EBITDA vs peer median                     -153.9%  -> F (1.5)   band: < -30.0% | PEG                                                  1.10  -> B (7.5)   band: <= 1.30,high,auto,6.55,65.5
AMD,8,B: Durable Compounder,Growth,C94,10,D94,Fwd revenue growth                                  72.0%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                     104.5%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                     +459bps  -> A (9.5)   band: >= +100bps,high,auto,6.55,65.5
AMD,8,B: Durable Compounder,Profitability,C95,3,D95,ROIC 3-yr average                                    3.7%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            37.5%  -> D (3.5)   band: >= 25.0% | Return on equity                                    10.2%  -> C (5.5)   band: >= 10.0%,high,auto,6.55,65.5
AMD,8,B: Durable Compounder,Financials,C96,10,D96,Net debt / EBITDA                                  -0.18x  -> A (9.5)   band: <= 0.50x | EBIT / interest expense                            52.32x  -> A (9.5)   band: >= 12.00x | FCF / net income (3-yr)                            150.2%  -> A (9.5)   band: >= 100.0% | Diluted share count 3-yr CAGR                        1.4%  -> C (5.5)   band: <= 3.0%,high,auto,6.55,65.5
AMD,8,B: Durable Compounder,Business Quality,C97,4,D97,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)                +459bps  -> C (5.5)   band: <= +800bps",medium,tier3,6.55,65.5
AMD,8,B: Durable Compounder,Management,C98,6,D98,"SBC as % of revenue                                  4.6%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,6.55,65.5
AMD,8,B: Durable Compounder,Income,C99,8,D99,Revenue change in weakest year shown                -3.9%  -> B (7.5)   band: >= -5.0%,low,tier3,6.55,65.5
AMD,8,B: Durable Compounder,Market Sentiment,C100,6,D100,Short interest % of float                            2.3%  -> B (7.5)   band: <= 5.0% | Institutional ownership trend                           0  -> C (5.5)   band: >= -0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,6.55,65.5
AMD,8,B: Durable Compounder,EPS/Revison Trends,C101,10,D101,"FY2 consensus EPS change vs 3mo ago                 19.3%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                         94.3%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",medium,auto,6.55,65.5
AMD,8,B: Durable Compounder,Industry/Sector Tailwinds,C102,10,D102,Peer-median fwd revenue growth                      51.1%  -> A (9.5)   band: >= 10.0%,low,auto,6.55,65.5
AMZN,9,B: Durable Compounder,Valuation,C106,5,D106,FCF yield                                           -0.4%  -> F (1.5)   band: < 1.0% | Fwd P/E vs own 5-yr median                          58.0%  -> A (9.5)   band: >= 25.0% | Fwd TEV/EBITDA vs peer median                      -15.1%  -> D (3.5)   band: >= -30.0% | PEG                                                  1.40  -> C (5.5)   band: <= 1.80,high,auto,7.3,73.0
AMZN,9,B: Durable Compounder,Growth,C107,8,D107,Fwd revenue growth                                  14.3%  -> B (7.5)   band: >= 8.0% | Fwd EPS growth                                     -15.5%  -> F (1.5)   band: < 0.0% | 3-yr gross margin trend (bps)                     +648bps  -> A (9.5)   band: >= +100bps,high,auto,7.3,73.0
AMZN,9,B: Durable Compounder,Profitability,C108,9,D108,ROIC 3-yr average                                   15.1%  -> B (7.5)   band: >= 13.0% | ROIC persistence (share of yrs >12%)                75.0%  -> B (7.5)   band: >= 60.0% | Gross margin vs peer set                           100.0%  -> A (9.5)   band: >= 75.0% | Return on equity                                    30.6%  -> A (9.5)   band: >= 20.0%,high,auto,7.3,73.0
AMZN,9,B: Durable Compounder,Financials,C109,8,D109,Net debt / EBITDA                                   0.39x  -> A (9.5)   band: <= 0.50x | EBIT / interest expense                            53.68x  -> A (9.5)   band: >= 12.00x | FCF / net income (3-yr)                             43.5%  -> F (1.5)   band: < 50.0% | Diluted share count 3-yr CAGR                        2.0%  -> C (5.5)   band: <= 3.0%,high,auto,7.3,73.0
AMZN,9,B: Durable Compounder,Business Quality,C110,7,D110,"ROIC persistence (share of yrs >12%)                75.0%  -> B (7.5)   band: >= 60.0% | Gross margin stability (band, bps)                +648bps  -> C (5.5)   band: <= +800bps",medium,tier3,7.3,73.0
AMZN,9,B: Durable Compounder,Management,C111,4,D111,"SBC as % of revenue                                  2.5%  -> A (9.5)   band: <= 5.0% | EPS beats, last 8Q                                      3  -> D (3.5)   band: >= 2 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,7.3,73.0
AMZN,9,B: Durable Compounder,Income,C112,10,D112,Revenue change in weakest year shown                11.0%  -> A (9.5)   band: >= 0.0%,low,tier3,7.3,73.0
AMZN,9,B: Durable Compounder,Market Sentiment,C113,6,D113,Short interest % of float                            1.0%  -> A (9.5)   band: <= 2.0% | Institutional ownership trend                           0  -> C (5.5)   band: >= -0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,7.3,73.0
AMZN,9,B: Durable Compounder,EPS/Revison Trends,C114,10,D114,"FY2 consensus EPS change vs 3mo ago                  6.3%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                         88.6%  -> A (9.5)   band: >= 70.0% | EPS beats, last 8Q                                      3  -> D (3.5)   band: >= 2",medium,auto,7.3,73.0
AMZN,9,B: Durable Compounder,Industry/Sector Tailwinds,C115,10,D115,Peer-median fwd revenue growth                      14.3%  -> A (9.5)   band: >= 10.0%,low,auto,7.3,73.0
APLD,10,C: High Growth,Valuation,C119,2,D119,FCF yield                                          -30.9%  -> F (1.5)   band: < 1.0%,low,auto,2.75,27.5
APLD,10,C: High Growth,Growth,C120,2,D120,Fwd revenue growth (high-growth bands)             144.0%  -> A (9.5)   band: >= 40.0% | Rule of 40 (growth% + FCF margin%)                -310.11  -> F (1.5)   band: < 10 | Gross margin                                        29.6%  -> F (1.5)   band: < 35.0%,high,auto,2.75,27.5
APLD,10,C: High Growth,Profitability,C121,2,D121,ROIC 3-yr average                                  -22.6%  -> F (1.5)   band: < 4.0% | ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin vs peer set                            50.0%  -> C (5.5)   band: >= 45.0% | Return on equity                                    -8.4%  -> F (1.5)   band: < 5.0%,high,auto,2.75,27.5
APLD,10,C: High Growth,Financials,C122,2,D122,Cash runway (yrs) -- dominant when FCF-negative          0.01y  -> F (1.5)   band: < 1.50y | Net debt / EBITDA                                  -6.18x  -> A (9.5)   band: <= 0.50x,medium,auto,2.75,27.5
APLD,10,C: High Growth,Business Quality,C123,2,D123,"ROIC persistence (share of yrs >12%)                 0.0%  -> F (1.5)   band: < 20.0% | Gross margin stability (band, bps)               +4084bps  -> F (1.5)   band: > +1500bps",medium,tier3,2.75,27.5
APLD,10,C: High Growth,Management,C124,2,D124,"SBC as % of revenue                                 36.0%  -> F (1.5)   band: > 15.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4 | Insider net open-market activity                       -2  -> F (1.5)   band: < -1.50",high,auto,2.75,27.5
APLD,10,C: High Growth,Income,C125,10,D125,Revenue change in weakest year shown                 5.5%  -> A (9.5)   band: >= 0.0%,low,tier3,2.75,27.5
APLD,10,C: High Growth,Market Sentiment,C126,2,D126,Short interest % of float                           27.4%  -> F (1.5)   band: > 15.0% | Institutional ownership trend                           1  -> A (9.5)   band: >= 0.50 | Insider net open-market activity (6mo)                 -2  -> F (1.5)   band: < -1.50,high,auto,2.75,27.5
APLD,10,C: High Growth,EPS/Revison Trends,C127,6,D127,"FY2 consensus EPS change vs 3mo ago                 43.2%  -> A (9.5)   band: >= 5.0% | Revision breadth (share up)                          0.0%  -> F (1.5)   band: < 30.0% | EPS beats, last 8Q                                      4  -> C (5.5)   band: >= 4",medium,auto,2.75,27.5
APLD,10,C: High Growth,Industry/Sector Tailwinds,C128,8,D128,Peer-median fwd revenue growth                       5.8%  -> B (7.5)   band: >= 5.0%,low,auto,2.75,27.5
APP,11,B: Durable Compounder,Valuation,C132,9,D132,FCF yield                                            4.3%  -> B (7.5)   band: >= 4.0% | Fwd P/E vs own 5-yr median                         365.2%  -> A (9.5)   band: >= 25.0% | Fwd TEV/EBITDA vs peer median                      -27.6%  -> D (3.5)   band: >= -30.0% | PEG                                                  0.87  -> A (9.5)   band: <= 1.00,high,auto,7.65,76.5
APP,11,B: Durable Compounder,Growth,C133,10,D133,Fwd revenue growth                                  28.1%  -> A (9.5)   band: >= 15.0% | Fwd EPS growth                                      30.0%  -> A (9.5)   band: >= 20.0% | 3-yr gross margin trend (bps)                    +3245bps  -> A (9.5)   band: >= +100bps,high,auto,7.65,76.5
APP,11,B: Durable Compounder,Profitability,C134,9,D134,ROIC 3-yr average                                   59.8%  -> A (9.5)   band: >= 20.0% | ROIC persistence (share of yrs >12%)                75.0%  -> B (7.5)   band: >= 60.0% | Gross margin vs peer set                           100.0%  -> A (9.5)   band: >= 75.0% | Return on equity                                   203.7%  -> B (7.5)   band: >= 20.0%  [demoted to B: debt_to_equity is not None and debt_to_equity >= 1.0],high,auto,7.65,76.5
